id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,146.0,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,AYPY,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,
1941,CYVR,large_airport,Vancouver International Airport,49.193901,-123.183998,14.0,,CA,CA-BC,Vancouver,yes,CYVR,YVR,CYVR,,http://www.yvr.ca/,https://en.wikipedia.org/wiki/Vancouver_International_Airport,
1990,CYYZ,large_airport,Toronto Pearson International Airport,43.675935,-79.629421,569.0,,CA,CA-ON,Toronto,yes,CYYZ,YYZ,CYYZ,YYZ,http://www.torontopearson.com/,https://en.wikipedia.org/wiki/Toronto_Pearson_International_Airport,"YTO, Toronto International Airport, Malton"
2155,EBBR,large_airport,Brussels Airport,50.901402,4.48444,175.0,EU,BE,BE-VBR,Zaventem,yes,EBBR,BRU,EBBR,,http://www.brusselsairport.be/en/,https://en.wikipedia.org/wiki/Brussels_Airport,"Brussels National, Zaventem, EBMB"
2212,EDDF,large_airport,Frankfurt Main Airport,50.026706,8.55835,364.0,EU,DE,DE-HE,Frankfurt am Main,yes,EDDF,FRA,EDDF,,https://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,"EDAF, Frankfurt am Main, Frankfurt Main, Rhein-Main Air Base, Zeppelinheim"
2218,EDDM,large_airport,Munich Airport,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,yes,EDDM,MUC,EDDM,,http://www.munich-airport.com/,https://en.wikipedia.org/wiki/Munich_Airport,"Franz Josef Strauss Airport, Flughafen München Franz Josef Strauß"
2307,EFHK,large_airport,Helsinki Vantaa Airport,60.318363,24.963341,179.0,EU,FI,FI-18,Helsinki (Vantaa),yes,EFHK,HEL,EFHK,,http://www.finavia.fi/en/helsinki-airport,https://en.wikipedia.org/wiki/Helsinki_Airport,
2398,EGCC,large_airport,Manchester Airport,53.349375,-2.279521,257.0,EU,GB,GB-ENG,"Manchester, Greater Manchester",yes,EGCC,MAN,EGCC,,http://www.manchesterairport.co.uk/,https://en.wikipedia.org/wiki/Manchester_Airport,"Ringway Airport, RAF Ringway"
2434,EGLL,large_airport,London Heathrow Airport,51.470748,-0.459909,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,EGLL,,http://www.heathrow.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres"
2513,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,EHAM,,https://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,
31055,FAOR,large_airport,O.R. Tambo International Airport,-26.140081,28.246801,5558.0,AF,ZA,ZA-GT,Johannesburg,yes,FAOR,JNB,FAOR,,https://ortambo-airport.com/,https://en.wikipedia.org/wiki/O._R._Tambo_International_Airport,"Johannesburg International Airport, FAJS"
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,7630.0,AF,ET,ET-AA,Addis Ababa,yes,HAAB,ADD,HAAB,,http://www.ethiopianairports.com,https://en.wikipedia.org/wiki/Addis_Ababa_Bole_International_Airport,"Haile Selassie I, Bole International Airport"
3422,KBOS,large_airport,Boston Logan International Airport,42.36197,-71.0079,20.0,,US,US-MA,Boston,yes,KBOS,BOS,KBOS,BOS,http://www.massport.com/logan/,https://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,KDFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
342098,KH-0002,large_airport,Techo International Airport,11.359987,104.921272,20.0,AS,KH,KH-8,Phnom Penh (Boeng Khyang),yes,VDTI,KTI,VDTI,,https://www.techoairport.com.kh/,https://en.wikipedia.org/wiki/Techo_International_Airport_(Cambodia),
3622,KJFK,large_airport,John F. Kennedy International Airport,40.639447,-73.779317,13.0,,US,US-NY,New York,yes,KJFK,JFK,KJFK,JFK,https://www.jfkairport.com/,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild, IDL, KIDL"
3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125.0,,US,US-CA,Los Angeles,yes,KLAX,LAX,KLAX,LAX,https://www.flylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,Tom Bradley
3754,KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,680.0,,US,US-IL,Chicago,yes,KORD,ORD,KORD,ORD,https://www.flychicago.com/ohare/home/pages/default.aspx,https://en.wikipedia.org/wiki/O'Hare_International_Airport,"CHI, Orchard Place"
3875,KSEA,large_airport,Seattle–Tacoma International Airport,47.447943,-122.310276,433.0,,US,US-WA,Seattle,yes,KSEA,SEA,KSEA,SEA,https://www.portseattle.org/sea-tac,https://en.wikipedia.org/wiki/Seattle%E2%80%93Tacoma_International_Airport,"Sea-Tac Airport, SeaTac Airport"
3878,KSFO,large_airport,San Francisco International Airport,37.619806,-122.374821,13.0,,US,US-CA,San Francisco,yes,KSFO,SFO,KSFO,SFO,http://www.flysfo.com/,https://en.wikipedia.org/wiki/San_Francisco_International_Airport,"QSF, QBA"
4004,LEBL,large_airport,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,12.0,EU,ES,ES-CT,Barcelona,yes,LEBL,BCN,LEBL,,https://www.aena.es/en/josep-tarradellas-barcelona-el-prat.html,https://en.wikipedia.org/wiki/Barcelona%E2%80%93El_Prat_Airport,"El Prat Airport,Barcelona International,Josep Tarradellas Barcelona-El Prat Airport"
4019,LEMD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40.493407,-3.572249,1998.0,EU,ES,ES-MD,Madrid,yes,LEMD,MAD,LEMD,,https://www.aena.es/en/adolfo-suarez-madrid-barajas.html,https://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport,"Leganés, Madrid Barajas International Airport"
4185,LFPG,large_airport,Charles de Gaulle International Airport,49.00896,2.554117,392.0,EU,FR,FR-IDF,"Paris (Roissy-en-France, Val-d'Oise)",yes,LFPG,CDG,LFPG,,http://www.aeroportsdeparis.fr/,https://en.wikipedia.org/wiki/Charles_de_Gaulle_Airport,"PAR, Aéroport Roissy-Charles de Gaulle, Roissy Airport"
4340,LIMC,large_airport,Milan Malpensa International Airport,45.6306,8.72811,768.0,EU,IT,IT-25,Ferno (VA),yes,LIMC,MXP,LIMC,MI12,http://www.sea-aeroportimilano.it/en/malpensa/index.phtml,https://en.wikipedia.org/wiki/Malpensa_Airport,"MIL, Silvio Berlusconi"
4372,LIRF,large_airport,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,13.0,EU,IT,IT-62,Rome,yes,LIRF,FCO,LIRF,RM11,http://www.adr.it/portal/portal/adr/Fiumicino/Leonardo_da_vinci/Header_Window?action=2,https://en.wikipedia.org/wiki/Rome_Fiumicino_Airport,"ROM, Rome Fiumicino Airport, Fiumicino Airport"
4505,LSZH,large_airport,Zürich Airport,47.458056,8.548056,1417.0,EU,CH,CH-ZH,Zurich,yes,LSZH,ZRH,LSZH,,http://www.zurich-airport.com/,https://en.wikipedia.org/wiki/Zurich_Airport,
317457,LTFM,large_airport,İstanbul Airport,41.274874,28.732136,325.0,EU,TR,TR-34,Istanbul,yes,LTFM,IST,LTFM,,https://www.istairport.com/,https://en.wikipedia.org/wiki/Istanbul_Airport,Arnavutköy
4959,NFFN,large_airport,Nadi International Airport,-17.761822,177.437843,59.0,OC,FJ,FJ-W,Nadi,yes,NFFN,NAN,NFFN,,,https://en.wikipedia.org/wiki/Nadi_International_Airport,
5023,NZAA,large_airport,Auckland International Airport,-37.01199,174.786331,23.0,OC,NZ,NZ-AUK,Auckland,yes,NZAA,AKL,NZAA,,http://www.auckland-airport.co.nz/,https://en.wikipedia.org/wiki/Auckland_International_Airport,
5026,NZCH,large_airport,Christchurch International Airport,-43.489029,172.532065,123.0,OC,NZ,NZ-CAN,Christchurch,yes,NZCH,CHC,NZCH,,http://www.christchurchairport.co.nz/,https://en.wikipedia.org/wiki/Christchurch_International_Airport,
5112,OERK,large_airport,King Khalid International Airport,24.9576,46.698799,2049.0,AS,SA,SA-01,Riyadh,yes,OERK,RUH,OERK,,https://www.kkia.sa/en/Pages/default.aspx,https://en.wikipedia.org/wiki/King_Khalid_International_Airport,Riyad
5226,OMAA,large_airport,Zayed International Airport,24.440966,54.649237,88.0,AS,AE,AE-AZ,Abu Dhabi,yes,OMAA,AUH,OMAA,,https://www.zayedinternationalairport.ae/,https://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport,Abu Dhabi International Airport
5235,OMDB,large_airport,Dubai International Airport,25.24979,55.370992,62.0,AS,AE,AE-DU,Dubai,yes,OMDB,DXB,OMDB,,https://www.dubaiairport.com/,https://en.wikipedia.org/wiki/Dubai_International_Airport,مطار دبي الدولي‎
44686,OTHH,large_airport,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,yes,OTHH,DOH,OTHH,,http://dohahamadairport.com/,https://en.wikipedia.org/wiki/Hamad_International_Airport,New Doha International Airport
5431,PGSN,medium_airport,Saipan International Airport,15.119384,145.728848,215.0,OC,MP,MP-U-A,"I Fadang, Saipan",yes,PGSN,SPN,PGSN,GSN,,https://en.wikipedia.org/wiki/Saipan_International_Airport,Francisco C. Ada
5501,PTRO,large_airport,Roman Tmetuchl International Airport,7.366965,134.544085,176.0,OC,PW,PW-004,Babelthuap Island,yes,PTRO,ROR,PTRO,ROR,https://palau-airport.com,https://en.wikipedia.org/wiki/Palau_International_Airport,"Babelthuap Airport, Palau International Airport"
5516,RCKH,large_airport,Kaohsiung International Airport,22.577101,120.349998,31.0,AS,TW,TW-KHH,Kaohsiung (Xiaogang),yes,RCKH,KHH,RCKH,,http://www.kia.gov.tw/english/e_index.asp,https://en.wikipedia.org/wiki/Kaohsiung_International_Airport,"Siaogang International Airport, 高雄國際航空站, 小港國際機場"
5520,RCMQ,large_airport,Taichung International Airport / Ching Chuang Kang Air Base,24.2647,120.621002,663.0,AS,TW,TW-TXG,Taichung (Qingshui),yes,RCMQ,RMQ,RCMQ,,http://www.tca.gov.tw/English/Introduction.htm,https://en.wikipedia.org/wiki/Taichung_Airport,臺中清泉崗機場
5528,RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taoyuan,yes,RCTP,TPE,RCTP,,http://www.taoyuan-airport.com/,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E6%A1%83%E5%9C%92%E5%9C%8B%E9%9A%9B%E6%A9%9F%E5%A0%B4,"Taoyuan County, Dayuan District. 臺灣桃園國際機場"
5531,RJAA,large_airport,Narita International Airport,35.76858,140.388714,141.0,AS,JP,JP-12,Narita,yes,RJAA,NRT,RJAA,,https://www.narita-airport.jp/en/,https://en.wikipedia.org/wiki/Narita_International_Airport,"TYO, Tokyo, Tokyo Narita Airport, New Tokyo International Airport, 成田国際空港, 成田空港, 東京都, 東京成田"
5536,RJBB,large_airport,Kansai International Airport,34.427299,135.244003,26.0,AS,JP,JP-27,Osaka,yes,RJBB,KIX,RJBB,,http://www.kansai-airport.or.jp/en/index.asp,https://en.wikipedia.org/wiki/Kansai_International_Airport,OSA
5544,RJCC,large_airport,New Chitose Airport,42.774753,141.690414,82.0,AS,JP,JP-01,Sapporo,yes,RJCC,CTS,RJCC,,https://www.hokkaido-airports.com/en/new-chitose/,https://en.wikipedia.org/wiki/New_Chitose_Airport,新千歳空港
5564,RJFF,large_airport,Fukuoka Airport,33.585899353027344,130.4510040283203,32.0,AS,JP,JP-40,Fukuoka,yes,RJFF,FUK,RJFF,,http://www.fuk-ab.co.jp/english/frame_index.html,https://en.wikipedia.org/wiki/Fukuoka_Airport,Itazuke Air Base
5576,RJGG,large_airport,Chubu Centrair International Airport,34.858398,136.804993,15.0,AS,JP,JP-23,Tokoname,yes,RJGG,NGO,RJGG,,https://www.centrair.jp/en/index.html,https://en.wikipedia.org/wiki/Ch%C5%ABbu_Centrair_International_Airport,
5585,RJNK,large_airport,Komatsu Airport / JASDF Komatsu Air Base,36.393407,136.406895,36.0,AS,JP,JP-17,Kanazawa,yes,RJNK,KMQ,RJNK,,https://www.komatsuairport.jp/index_en.html,https://en.wikipedia.org/wiki/Komatsu_Airport,
5590,RJOA,large_airport,Hiroshima Airport,34.4361,132.919006,1088.0,AS,JP,JP-34,Hiroshima,yes,RJOA,HIJ,RJOA,,https://hij.airport.jp,https://en.wikipedia.org/wiki/Hiroshima_Airport,広島空港
5601,RJOT,large_airport,Takamatsu Airport,34.214963,134.015454,607.0,AS,JP,JP-37,Takamatsu,yes,RJOT,TAK,RJOT,,https://www.takamatsu-airport.com/,https://en.wikipedia.org/wiki/Takamatsu_Airport,
5615,RJSS,large_airport,Sendai Airport,38.139702,140.917007,15.0,AS,JP,JP-04,Natori,yes,RJSS,SDJ,RJSS,,,https://en.wikipedia.org/wiki/Sendai_Airport,
5627,RJTT,large_airport,Tokyo Haneda International Airport,35.549678,139.786958,35.0,AS,JP,JP-13,Tokyo,yes,RJTT,HND,RJTT,,http://www.haneda-airport.jp/,https://en.wikipedia.org/wiki/Tokyo_International_Airport,"TYO, Haneda, 羽田空港, 東京国際空港, 東京, 東京都"
5639,RKPC,large_airport,Jeju International Airport,33.512058,126.492548,118.0,AS,KR,KR-49,Jeju City,yes,RKPC,CJU,RKPC,,https://www.airport.co.kr/jejueng/index.do,https://en.wikipedia.org/wiki/Jeju_International_Airport,
5642,RKPK,large_airport,Gimhae International Airport,35.179501,128.938004,6.0,AS,KR,KR-26,Busan,yes,RKPK,PUS,RKPK,,https://www.airport.co.kr/gimhaeeng/index.do,https://en.wikipedia.org/wiki/Gimhae_International_Airport,"김해국제공항, 金海國際空港, Kimhae, Pusan, Busan Airport"
5653,RKSI,large_airport,Incheon International Airport,37.469101,126.450996,23.0,AS,KR,KR-28,Seoul,yes,RKSI,ICN,RKSI,,https://www.airport.kr/ap/en/index.do,https://en.wikipedia.org/wiki/Incheon_International_Airport,
5661,RKTN,large_airport,Daegu International Airport,35.894394,128.656989,116.0,AS,KR,KR-27,Daegu,yes,RKTN,TAE,RKTN,,,https://en.wikipedia.org/wiki/Daegu_Airport,
5671,ROAH,large_airport,Naha International Airport,26.192437,127.639804,12.0,AS,JP,JP-47,Naha,yes,ROAH,OKA,ROAH,,http://www.naha-airport.co.jp/,https://en.wikipedia.org/wiki/Naha_Airport,"那覇空港, Naha Kūkō?, AHA, Naha AFB"
327608,ROIG,medium_airport,New Ishigaki Airport,24.396389,124.245,102.0,AS,JP,JP-47,Ishigaki,yes,ROIG,ISG,ROIG,,https://www.ishigaki-airport.co.jp/en/,https://en.wikipedia.org/wiki/New_Ishigaki_Airport,
5687,RPLC,large_airport,Clark International Airport / Clark Air Base,15.186,120.559998,484.0,AS,PH,PH-PAM,Mabalacat,yes,RPLC,CRK,RPLC,,http://www.clarkairport.com/,https://en.wikipedia.org/wiki/Clark_International_Airport,"Diosdado Macapagal International Airport, Paliparang Pandaigdig ng Diosdado Macapagal, Pangyatung Sulapawan ning Clark, Paliparang Pandaigdig ng Clark"
5689,RPLL,large_airport,Ninoy Aquino International Airport,14.5086,121.019997,75.0,AS,PH,PH-00,Manila (Pasay),yes,RPLL,MNL,RPLL,,https://newnaia.com.ph/,https://en.wikipedia.org/wiki/Ninoy_Aquino_International_Airport,"Manila International Airport, Jesus Villamor Air Base"
5697,RPMD,large_airport,Francisco Bangoy International Airport,7.12552,125.646004,96.0,AS,PH,PH-DVO,Davao,yes,RPMD,DVO,RPMD,,,https://en.wikipedia.org/wiki/Francisco_Bangoy_International_Airport,Davao International Airport
5739,RPVI,large_airport,Iloilo International Airport,10.833017,122.493358,27.0,AS,PH,PH-ILI,Cabatuan,yes,RPVI,ILO,RPVI,,https://www.iloilo.gov.ph/en/taxonomy/term/728,https://en.wikipedia.org/wiki/Iloilo_International_Airport,Iloilo City
5742,RPVM,large_airport,Mactan Cebu International Airport,10.309261,123.97974,31.0,AS,PH,PH-CEB,Cebu City/Lapu-Lapu City,yes,RPVM,CEB,RPVM,,http://www.mactan-cebuairport.com.ph/,https://en.wikipedia.org/wiki/Mactan-Cebu_International_Airport,"Mactan Air Base, Opon Airfield"
26396,UUEE,large_airport,Sheremetyevo International Airport,55.976858,37.41121,622.0,EU,RU,RU-MOS,Moscow,yes,UUEE,SVO,UUEE,,http://svo.aero/,https://en.wikipedia.org/wiki/Sheremetyevo_International_Airport,"УУЕЕ, Москва, MOW, Международный аэропорт Шереметьево, Alexander S. Pushkin"
26434,VABB,large_airport,Chhatrapati Shivaji Maharaj International Airport,19.088699,72.867897,39.0,AS,IN,IN-MM,Mumbai,yes,VABB,BOM,VABB,,http://www.csia.in/,https://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,"Bombay, Sahar International Airport"
26463,VCBI,large_airport,Bandaranaike International Colombo Airport,7.180759906768799,79.88410186767578,30.0,AS,LK,LK-1,Colombo,yes,VCBI,CMB,VCBI,,http://www.airport.lk/,https://en.wikipedia.org/wiki/Bandaranaike_International_Airport,"RAF Negombo, Katunayake International Airport"
26534,VGHS,large_airport,Hazrat Shahjalal International Airport,23.843347,90.397783,30.0,AS,BD,BD-3,Dhaka,yes,VGHS,DAC,VGHS,5500,,https://www.linkedin.com/in/md-shamim-islam-109925358/,"VGZR, Zia International Airport, Dacca International Airport, Hazrat Shahjalal International Airport"
26555,VIDP,large_airport,Indira Gandhi International Airport,28.55563,77.09519,777.0,AS,IN,IN-DL,New Delhi,yes,VIDP,DEL,VIDP,,https://www.newdelhiairport.in/,https://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport,Palam Air Force Station
26584,VLPS,large_airport,Pakse International Airport,15.133973,105.779871,351.0,AS,LA,LA-CH,Pakse,yes,VLPS,PKZ,VLPS,,,https://en.wikipedia.org/wiki/Pakse_Airport,
26596,VNKT,large_airport,Tribhuvan International Airport,27.6966,85.3591,4390.0,AS,NP,NP-P3,Kathmandu,yes,VNKT,KTM,VNKT,,https://www.tiairport.com.np/,https://en.wikipedia.org/wiki/Tribhuvan_International_Airport,"gaucharan, Bagmati"
35145,VOBL,large_airport,Kempegowda International Airport Bengaluru,13.1979,77.706299,3000.0,AS,IN,IN-KA,Bengaluru,yes,VOBL,BLR,VOBL,,http://www.bengaluruairport.com/home/home.jspx,https://en.wikipedia.org/wiki/Kempegowda_International_Airport,Bangalore
35141,VOHS,large_airport,Rajiv Gandhi International Airport,17.231318,78.429855,2024.0,AS,IN,IN-TG,Hyderabad,yes,VOHS,HYD,VOHS,,http://www.hyderabad.aero/,https://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,"Shamshabad, Hyderabad"
